#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NW_025965192.1_RagTag:40013-38441 -            261 28822at314147        -            253   6.9e-41  136.4   0.1   1   2   7.8e-39   7.9e-37  123.1   0.0    20   221     3   208     1   216 0.90 -
NW_025965192.1_RagTag:40013-38441 -            261 28822at314147        -            253   6.9e-41  136.4   0.1   2   2   7.7e-05    0.0077   11.7   0.0   221   249   229   261   219   261 0.81 -
contig_24890_pilon:2293-1574      -            179 28822at314147        -            253   7.3e-38  126.4   0.1   1   1   7.9e-40   7.9e-38  126.3   0.1    21   190     4   176     1   179 0.92 -
NW_025965192.1_RagTag:419-40617   -            200 28822at314147        -            253   5.9e-32  107.1   0.6   1   2   1.4e-08   1.4e-06   24.0   0.0    21    75     4    61     1    62 0.90 -
NW_025965192.1_RagTag:419-40617   -            200 28822at314147        -            253   5.9e-32  107.1   0.6   2   2   6.3e-26   6.4e-24   80.8   0.9    96   249    57   200    56   200 0.84 -
NW_025965192.1_RagTag:40013-39225 -            177 28822at314147        -            253   1.4e-29   99.3   0.0   1   1   1.5e-31   1.5e-29   99.2   0.0    20   190     3   174     1   177 0.90 -
contig_33697_pilon:318-2265       -            128 28822at314147        -            253   9.2e-25   83.5   0.0   1   1   1.1e-26   1.1e-24   83.3   0.0   104   221     1   118     1   122 0.90 -
NW_025965192.1_RagTag:912-40617   -            137 28822at314147        -            253   5.3e-24   81.0   1.3   1   1   1.8e-23   1.9e-21   72.7   1.3   102   249     2   137     1   137 0.78 -
NW_025965171.1_RagTag:31367-30212 -            204 28822at314147        -            253   9.7e-23   76.9   0.0   1   2   7.4e-24   7.5e-22   74.0   0.0   102   222    48   171    38   182 0.90 -
NW_025965171.1_RagTag:31367-30212 -            204 28822at314147        -            253   9.7e-23   76.9   0.0   2   2      0.14        14    1.0   0.0   220   234   190   204   171   204 0.83 -
contig_42050_pilon:1305-2030      -            176 28822at314147        -            253   1.6e-22   76.2   0.1   1   1   7.4e-24   7.4e-22   74.0   0.1    20   190     3   174     1   176 0.82 -
NW_025965054.1_RagTag:44391-42358 -            176 28822at314147        -            253   2.7e-21   72.2   0.1   1   2   1.4e-19   1.4e-17   60.0   0.0   101   221     1   123     1   128 0.88 -
NW_025965054.1_RagTag:44391-42358 -            176 28822at314147        -            253   2.7e-21   72.2   0.1   2   2   0.00018     0.018   10.5   0.0   221   249   144   176   134   176 0.80 -
NW_025965054.1_RagTag:39784-40541 -            150 28822at314147        -            253   3.5e-14   48.9   0.1   1   2     0.018       1.9    3.9   0.0    20    63     3    46     1    63 0.86 -
NW_025965054.1_RagTag:39784-40541 -            150 28822at314147        -            253   3.5e-14   48.9   0.1   2   2   1.6e-14   1.6e-12   43.4   0.0   104   186    65   148    58   150 0.87 -
NW_025965277.1_RagTag:15429-15728 -            100 28822at314147        -            253   1.3e-06   24.1   0.0   1   2    0.0033      0.33    6.4   0.0   197   222     3    31     1    51 0.76 -
NW_025965277.1_RagTag:15429-15728 -            100 28822at314147        -            253   1.3e-06   24.1   0.0   2   2   2.6e-06   0.00026   16.5   0.0   220   253    50    87    42    87 0.81 -
contig_46995_pilon:1555-1301      -             85 28822at314147        -            253   2.2e-05   20.1   0.1   1   2     0.086       8.6    1.7   0.0   208   221     2    15     1    36 0.88 -
contig_46995_pilon:1555-1301      -             85 28822at314147        -            253   2.2e-05   20.1   0.1   2   2   1.8e-06   0.00018   17.0   0.0   220   253    35    72    27    72 0.81 -
NW_025965054.1_RagTag:47261-47031 -             76 28822at314147        -            253    0.0011   14.5   0.1   1   2     0.088       8.9    1.7   0.0   209   222     1    14     1    31 0.89 -
NW_025965054.1_RagTag:47261-47031 -             76 28822at314147        -            253    0.0011   14.5   0.1   2   2   9.5e-05    0.0095   11.4   0.0   221   251    34    67    27    69 0.73 -
contig_60542_pilon:1677-113       -            518 28822at314147        -            253     0.007   11.8   0.0   1   1   0.00012     0.013   11.0   0.0   152   213   337   397   301   406 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/28822at314147.hmm
# Target file:     /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/hmmer_output/rerun_results/28822at314147.out --cpu 1 /home/bgerda/guppy_SUP/busco_downloads/lineages/glires_odb10/hmms/28822at314147.hmm /home/bgerda/guppy_SUP/busco_results/run_glires_odb10/metaeuk_output/rerun_results/ragtag.scaffold.fasta.modified.fas 
# Current dir:     /home/bgerda/guppy_SUP
# Date:            Sun May 21 15:29:14 2023
# [ok]
